PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=33 ttl=64 time=166 ms
64 bytes from 10.0.0.2: icmp_seq=34 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_seq=35 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_seq=36 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_seq=37 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_seq=38 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_seq=39 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_seq=40 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_seq=41 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_seq=42 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_seq=43 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_seq=44 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_seq=45 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_seq=46 ttl=64 time=154 ms
64 bytes from 10.0.0.2: icmp_seq=47 ttl=64 time=163 ms
64 bytes from 10.0.0.2: icmp_seq=48 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_seq=49 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_seq=50 ttl=64 time=157 ms
64 bytes from 10.0.0.2: icmp_seq=51 ttl=64 time=157 ms
64 bytes from 10.0.0.2: icmp_seq=52 ttl=64 time=149 ms
64 bytes from 10.0.0.2: icmp_seq=53 ttl=64 time=160 ms
64 bytes from 10.0.0.2: icmp_seq=54 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_seq=55 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_seq=56 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_seq=57 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_seq=58 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_seq=59 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_seq=60 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_seq=61 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_seq=62 ttl=64 time=229 ms
64 bytes from 10.0.0.2: icmp_seq=63 ttl=64 time=250 ms
64 bytes from 10.0.0.2: icmp_seq=64 ttl=64 time=292 ms
64 bytes from 10.0.0.2: icmp_seq=69 ttl=64 time=290 ms
64 bytes from 10.0.0.2: icmp_seq=70 ttl=64 time=305 ms
64 bytes from 10.0.0.2: icmp_seq=73 ttl=64 time=318 ms
64 bytes from 10.0.0.2: icmp_seq=74 ttl=64 time=234 ms
64 bytes from 10.0.0.2: icmp_seq=75 ttl=64 time=214 ms
64 bytes from 10.0.0.2: icmp_seq=76 ttl=64 time=187 ms
64 bytes from 10.0.0.2: icmp_seq=77 ttl=64 time=167 ms
64 bytes from 10.0.0.2: icmp_seq=78 ttl=64 time=184 ms
64 bytes from 10.0.0.2: icmp_seq=79 ttl=64 time=162 ms
64 bytes from 10.0.0.2: icmp_seq=80 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_seq=81 ttl=64 time=135 ms
64 bytes from 10.0.0.2: icmp_seq=82 ttl=64 time=149 ms
64 bytes from 10.0.0.2: icmp_seq=83 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_seq=84 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_seq=85 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_seq=86 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_seq=87 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_seq=88 ttl=64 time=150 ms
64 bytes from 10.0.0.2: icmp_seq=89 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_seq=90 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_seq=91 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_seq=92 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_seq=93 ttl=64 time=159 ms
64 bytes from 10.0.0.2: icmp_seq=94 ttl=64 time=150 ms
64 bytes from 10.0.0.2: icmp_seq=95 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_seq=96 ttl=64 time=157 ms
64 bytes from 10.0.0.2: icmp_seq=97 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_seq=98 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_seq=99 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_seq=100 ttl=64 time=54.1 ms
64 bytes from 10.0.0.2: icmp_seq=101 ttl=64 time=41.5 ms
64 bytes from 10.0.0.2: icmp_seq=102 ttl=64 time=59.9 ms
64 bytes from 10.0.0.2: icmp_seq=103 ttl=64 time=61.0 ms
64 bytes from 10.0.0.2: icmp_seq=104 ttl=64 time=76.3 ms
64 bytes from 10.0.0.2: icmp_seq=105 ttl=64 time=99.0 ms
64 bytes from 10.0.0.2: icmp_seq=106 ttl=64 time=106 ms
64 bytes from 10.0.0.2: icmp_seq=107 ttl=64 time=118 ms
64 bytes from 10.0.0.2: icmp_seq=108 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_seq=109 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_seq=110 ttl=64 time=216 ms
64 bytes from 10.0.0.2: icmp_seq=111 ttl=64 time=233 ms
64 bytes from 10.0.0.2: icmp_seq=112 ttl=64 time=285 ms
64 bytes from 10.0.0.2: icmp_seq=113 ttl=64 time=291 ms
64 bytes from 10.0.0.2: icmp_seq=116 ttl=64 time=301 ms
64 bytes from 10.0.0.2: icmp_seq=117 ttl=64 time=307 ms
64 bytes from 10.0.0.2: icmp_seq=118 ttl=64 time=275 ms
64 bytes from 10.0.0.2: icmp_seq=119 ttl=64 time=263 ms
64 bytes from 10.0.0.2: icmp_seq=120 ttl=64 time=292 ms
64 bytes from 10.0.0.2: icmp_seq=122 ttl=64 time=310 ms
64 bytes from 10.0.0.2: icmp_seq=123 ttl=64 time=280 ms
64 bytes from 10.0.0.2: icmp_seq=125 ttl=64 time=222 ms
64 bytes from 10.0.0.2: icmp_seq=126 ttl=64 time=212 ms
64 bytes from 10.0.0.2: icmp_seq=127 ttl=64 time=202 ms
64 bytes from 10.0.0.2: icmp_seq=128 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_seq=129 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_seq=130 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_seq=131 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_seq=132 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_seq=133 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_seq=134 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_seq=135 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_seq=136 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_seq=137 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_seq=138 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_seq=139 ttl=64 time=121 ms
64 bytes from 10.0.0.2: icmp_seq=140 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_seq=141 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_seq=142 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_seq=143 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_seq=144 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_seq=145 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_seq=146 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_seq=147 ttl=64 time=116 ms
64 bytes from 10.0.0.2: icmp_seq=148 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_seq=149 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_seq=150 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_seq=151 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_seq=152 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_seq=153 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_seq=154 ttl=64 time=160 ms
64 bytes from 10.0.0.2: icmp_seq=155 ttl=64 time=137 ms
