1732486575.613152,0
1732486575.718551,8
1732486575.826757,15
1732486575.932497,24
1732486576.039187,30
1732486576.144880,38
1732486576.250899,43
1732486576.356591,51
1732486576.460943,59
1732486576.565908,68
1732486576.674309,73
1732486576.782454,82
1732486576.889317,92
1732486576.994009,98
1732486577.099671,100
1732486577.205209,99
1732486577.310942,100
1732486577.416124,99
1732486577.524758,99
1732486577.630211,99
1732486577.735234,98
1732486577.841157,99
1732486577.947459,99
1732486578.053087,99
1732486578.157967,99
1732486578.264483,100
1732486578.370341,99
1732486578.475459,99
1732486578.582042,99
1732486578.686878,98
1732486578.793472,98
1732486578.898293,97
1732486579.005488,97
1732486579.112451,97
1732486579.217927,93
1732486579.322972,93
1732486579.428110,95
1732486579.534888,100
1732486579.640007,99
1732486579.745388,99
1732486579.850460,99
1732486579.955117,97
1732486580.061171,97
1732486580.166612,96
1732486580.271425,98
1732486580.377609,97
1732486580.483205,96
1732486580.588202,99
1732486580.692954,98
1732486580.798327,98
1732486580.903839,98
1732486581.009151,98
1732486581.115869,99
1732486581.221236,97
1732486581.327977,97
1732486581.433120,97
1732486581.538163,100
1732486581.643081,97
1732486581.749178,97
1732486581.854776,96
1732486581.960038,97
1732486582.067039,96
1732486582.172498,97
1732486582.277444,99
1732486582.382873,98
1732486582.488359,99
1732486582.593994,95
1732486582.699259,92
1732486582.805014,84
1732486582.909780,78
1732486583.015028,78
1732486583.120652,72
1732486583.226211,73
1732486583.332489,75
1732486583.438130,75
1732486583.543214,76
1732486583.649955,77
1732486583.755023,76
1732486583.860589,77
1732486583.966722,76
1732486584.072083,78
1732486584.177778,77
1732486584.284662,76
1732486584.392570,78
1732486584.498302,78
1732486584.603461,79
1732486584.708258,77
1732486584.813207,78
1732486584.920004,77
1732486585.025762,77
1732486585.130884,77
1732486585.236924,77
1732486585.343009,77
1732486585.449611,77
1732486585.554620,77
1732486585.659529,77
1732486585.764589,77
1732486585.870299,76
1732486585.977419,76
1732486586.082627,76
1732486586.190718,77
1732486586.296041,77
1732486586.401711,78
1732486586.507974,78
1732486586.613407,78
1732486586.719287,78
1732486586.825587,79
1732486586.930658,79
1732486587.036550,80
1732486587.142188,80
1732486587.248059,78
1732486587.353023,80
1732486587.459040,80
1732486587.564816,80
1732486587.671557,80
1732486587.776926,80
1732486587.883371,80
1732486587.987732,80
1732486588.092892,81
1732486588.197706,80
1732486588.302940,82
1732486588.409101,82
1732486588.515411,83
1732486588.622310,82
1732486588.728792,81
1732486588.835042,81
1732486588.940569,81
1732486589.045519,79
1732486589.151312,80
1732486589.255667,80
1732486589.361499,80
1732486589.466372,82
1732486589.571627,82
1732486589.677447,81
1732486589.783505,82
1732486589.887760,82
1732486589.995332,82
1732486590.101086,82
1732486590.207160,82
1732486590.313968,82
1732486590.421319,82
1732486590.527640,81
1732486590.632591,81
1732486590.738484,82
1732486590.845362,82
1732486590.951034,82
1732486591.056911,82
1732486591.163318,82
1732486591.268804,81
1732486591.374229,81
1732486591.479776,82
1732486591.585275,82
1732486591.690126,80
1732486591.795991,81
1732486591.902677,83
1732486592.008753,83
1732486592.115122,83
1732486592.221535,83
1732486592.327709,83
1732486592.432878,84
1732486592.538068,84
1732486592.643692,85
1732486592.750713,85
1732486592.856753,85
1732486592.961454,85
1732486593.066899,85
1732486593.175161,84
1732486593.280873,86
1732486593.386093,85
1732486593.492765,79
1732486593.598438,78
1732486593.702765,79
1732486593.808976,79
1732486593.915071,79
1732486594.021826,78
1732486594.129464,78
1732486594.234878,80
1732486594.339735,78
1732486594.447660,78
1732486594.554116,78
1732486594.660500,77
1732486594.765192,78
1732486594.872371,77
1732486594.979405,80
1732486595.084693,77
1732486595.189795,83
1732486595.295452,83
1732486595.402260,84
1732486595.507420,83
1732486595.614611,85
1732486595.719746,84
1732486595.825280,84
1732486595.931039,84
1732486596.036607,83
1732486596.142114,83
1732486596.248548,84
1732486596.355134,84
1732486596.461100,85
1732486596.566435,84
1732486596.671058,85
1732486596.776690,85
1732486596.882689,86
1732486596.987934,86
1732486597.094061,86
1732486597.200718,87
1732486597.306535,86
1732486597.412546,86
1732486597.518651,84
1732486597.624702,86
1732486597.730775,84
1732486597.835395,86
1732486597.941333,84
1732486598.046983,85
1732486598.152482,85
1732486598.257781,85
1732486598.364215,84
1732486598.469860,86
1732486598.574797,87
1732486598.681046,86
1732486598.786787,88
1732486598.892606,87
1732486598.997543,87
1732486599.102795,86
1732486599.208172,87
1732486599.314274,87
1732486599.420474,87
1732486599.529014,88
1732486599.634467,87
1732486599.738946,89
1732486599.845387,88
1732486599.951338,89
1732486600.056431,88
1732486600.161887,88
1732486600.268783,88
1732486600.374336,88
1732486600.480730,88
1732486600.586505,87
1732486600.692581,89
1732486600.797903,88
1732486600.903493,88
1732486601.008673,89
1732486601.113979,89
1732486601.219246,89
1732486601.325107,89
1732486601.430608,89
1732486601.536875,89
1732486601.644054,89
1732486601.749311,89
1732486601.855297,89
1732486601.961289,90
1732486602.066974,90
1732486602.172984,89
1732486602.278367,91
1732486602.383834,89
1732486602.489658,92
1732486602.595261,91
1732486602.701813,93
1732486602.807031,90
1732486602.913015,90
1732486603.017864,90
1732486603.123639,91
1732486603.229449,90
1732486603.335186,90
1732486603.440219,92
1732486603.545736,89
1732486603.650740,87
1732486603.756153,82
1732486603.861562,83
1732486603.967098,84
1732486604.071568,85
1732486604.177440,84
1732486604.283248,84
1732486604.388426,85
1732486604.494308,85
1732486604.599802,84
1732486604.707299,87
1732486604.812883,88
1732486604.918289,88
1732486605.024061,88
1732486605.129938,88
1732486605.236660,87
1732486605.342940,88
1732486605.450005,87
1732486605.556688,86
1732486605.662017,86
1732486605.766999,86
1732486605.872294,87
1732486605.978435,87
1732486606.084498,87
1732486606.190186,88
1732486606.296535,89
1732486606.402189,88
1732486606.508549,88
1732486606.614354,89
1732486606.719488,88
1732486606.824578,90
1732486606.930554,90
1732486607.036565,90
1732486607.143164,88
1732486607.247923,89
1732486607.354511,89
1732486607.461341,90
1732486607.566656,90
1732486607.673141,89
1732486607.777503,90
1732486607.884575,90
1732486607.990101,90
1732486608.097807,91
1732486608.203899,89
1732486608.310474,91
1732486608.415337,88
1732486608.521140,88
1732486608.626805,87
1732486608.731884,88
1732486608.837578,90
1732486608.943642,90
1732486609.049848,88
1732486609.155502,88
1732486609.261024,89
1732486609.365525,89
1732486609.470070,88
1732486609.577350,90
1732486609.683720,89
1732486609.790406,90
1732486609.896524,91
1732486610.001735,91
1732486610.107976,91
1732486610.214207,90
1732486610.320515,91
1732486610.426590,91
1732486610.532655,91
1732486610.638971,91
1732486610.744499,90
1732486610.849740,91
1732486610.954898,91
1732486611.060884,91
1732486611.165532,91
1732486611.272528,91
1732486611.378410,92
1732486611.484444,91
1732486611.590381,93
1732486611.695021,92
1732486611.800742,94
1732486611.906538,93
1732486612.012088,93
1732486612.119093,94
1732486612.224581,94
1732486612.330290,94
1732486612.435623,93
1732486612.540836,94
1732486612.647397,94
1732486612.752724,93
1732486612.857961,94
1732486612.963806,92
1732486613.070152,93
1732486613.175709,93
1732486613.282686,92
1732486613.389698,93
1732486613.497744,93
1732486613.604493,92
1732486613.710500,93
1732486613.816776,93
1732486613.922645,89
