1734648784.507547,0
1734648784.612463,0
1734648784.717572,0
1734648784.823346,0
1734648784.928847,1
1734648785.033494,1
1734648785.139567,1
1734648785.245879,0
1734648785.351074,0
1734648785.456321,0
1734648785.561670,0
1734648785.667153,0
1734648785.772974,0
1734648785.878382,0
1734648785.983394,0
1734648786.087869,0
1734648786.192569,0
1734648786.296875,0
1734648786.401470,0
1734648786.507009,0
1734648786.612098,0
1734648786.719762,0
1734648786.824877,0
1734648786.929704,0
1734648787.034577,0
1734648787.139121,0
1734648787.244153,0
1734648787.349028,1
1734648787.454923,1
1734648787.560060,0
1734648787.665801,0
1734648787.771174,0
1734648787.875964,0
1734648787.980428,0
1734648788.085863,0
1734648788.190815,0
1734648788.295564,0
1734648788.400215,0
1734648788.504918,0
1734648788.609671,0
1734648788.714577,0
1734648788.819316,0
1734648788.924155,0
1734648789.028945,0
1734648789.134246,0
1734648789.239107,0
1734648789.344143,0
1734648789.449092,0
1734648789.555341,0
1734648789.660339,0
1734648789.765492,0
1734648789.870276,0
1734648789.975083,1
1734648790.081598,1
1734648790.186315,0
1734648790.291131,0
1734648790.395731,0
1734648790.501219,0
1734648790.605986,0
1734648790.710570,0
1734648790.815279,0
1734648790.920052,0
1734648791.024635,0
1734648791.129725,0
1734648791.234605,0
1734648791.339590,0
1734648791.444927,0
1734648791.549591,0
1734648791.654528,0
1734648791.759293,0
1734648791.864454,0
1734648791.970030,0
1734648792.075434,0
1734648792.180486,0
1734648792.285988,0
1734648792.391185,0
1734648792.496048,1
1734648792.600993,1
1734648792.706336,0
1734648792.811404,0
1734648792.916434,0
1734648793.021503,0
1734648793.127055,0
1734648793.231981,0
1734648793.336532,0
1734648793.440867,0
1734648793.545477,0
1734648793.651479,0
1734648793.757189,0
1734648793.862558,0
1734648793.968280,0
1734648794.074121,0
1734648794.179240,0
1734648794.284410,0
1734648794.389408,0
1734648794.494233,0
1734648794.598932,0
1734648794.703951,0
1734648794.808660,0
1734648794.913419,0
1734648795.017525,1
1734648795.122894,1
1734648795.228252,0
1734648795.333034,0
1734648795.437810,0
1734648795.543042,0
1734648795.650955,0
1734648795.758928,0
1734648795.863920,0
1734648795.969459,0
1734648796.074309,0
1734648796.179029,0
1734648796.283795,0
1734648796.388412,0
1734648796.493449,0
1734648796.597937,0
1734648796.702715,0
1734648796.807683,0
1734648796.912127,0
1734648797.017582,0
1734648797.122649,0
1734648797.227256,0
1734648797.332227,0
1734648797.436630,1
1734648797.541026,1
1734648797.646204,0
1734648797.751306,0
1734648797.856677,0
1734648797.962546,0
1734648798.067395,0
1734648798.172902,0
1734648798.277588,0
1734648798.383158,0
1734648798.488701,0
1734648798.593416,0
1734648798.699059,0
1734648798.804900,0
1734648798.910552,0
1734648799.015527,0
1734648799.120654,0
1734648799.226308,0
1734648799.331952,0
1734648799.437072,0
