1734648698.870145,1
1734648698.974921,0
1734648699.079988,0
1734648699.185214,0
1734648699.290156,0
1734648699.395357,0
1734648699.500215,1
1734648699.605042,1
1734648699.709962,1
1734648699.814467,0
1734648699.919181,0
1734648700.024462,0
1734648700.129215,0
1734648700.234242,0
1734648700.339382,0
1734648700.444629,0
1734648700.549698,0
1734648700.654736,0
1734648700.759289,0
1734648700.864054,0
1734648700.969454,0
1734648701.074451,0
1734648701.178992,0
1734648701.283710,0
1734648701.388339,0
1734648701.493539,0
1734648701.598396,0
1734648701.704040,0
1734648701.808844,0
1734648701.913720,0
1734648702.018919,1
1734648702.124630,1
1734648702.229951,0
1734648702.334932,0
1734648702.440201,0
1734648702.544557,0
1734648702.648993,0
1734648702.753951,0
1734648702.859652,0
1734648702.964843,0
1734648703.070231,0
1734648703.181765,0
1734648703.286971,0
1734648703.391773,0
1734648703.496914,0
1734648703.602121,0
1734648703.707121,0
1734648703.815034,0
1734648703.919500,0
1734648704.027474,0
1734648704.132623,1
1734648704.237054,1
1734648704.341537,0
1734648704.446008,0
1734648704.550546,0
1734648704.655395,0
1734648704.759898,0
1734648704.865157,0
1734648704.970500,0
1734648705.075568,0
1734648705.181236,0
1734648705.286385,0
1734648705.391229,0
1734648705.496236,0
1734648705.601509,0
1734648705.706911,0
1734648705.811774,0
1734648705.916401,0
1734648706.021113,0
1734648706.126040,0
1734648706.230655,0
1734648706.335278,0
1734648706.439869,0
1734648706.544341,0
1734648706.649343,0
1734648706.754150,1
1734648706.858848,1
1734648706.963852,0
1734648707.068696,0
1734648707.173357,0
1734648707.278306,0
1734648707.382790,0
1734648707.488194,0
1734648707.592490,0
1734648707.697192,0
1734648707.802265,0
1734648707.907187,0
1734648708.012174,0
1734648708.117393,0
1734648708.222373,0
1734648708.327336,0
1734648708.432089,0
1734648708.536847,0
1734648708.641191,0
1734648708.746478,0
1734648708.851975,0
1734648708.957851,0
1734648709.063286,0
1734648709.169087,1
1734648709.274403,1
1734648709.379530,0
1734648709.484264,0
1734648709.588880,0
1734648709.694553,0
1734648709.799344,0
1734648709.904581,0
1734648710.009637,0
1734648710.114738,0
1734648710.219896,0
1734648710.324954,0
1734648710.429198,0
1734648710.533714,0
1734648710.638085,0
1734648710.743300,0
1734648710.848191,0
1734648710.952756,0
1734648711.058555,0
1734648711.163137,0
1734648711.267671,0
1734648711.372646,0
1734648711.477716,0
1734648711.582421,0
1734648711.688438,0
1734648711.793635,1
1734648711.898648,1
1734648712.004179,0
1734648712.108778,0
1734648712.214518,0
1734648712.319611,0
1734648712.424753,0
1734648712.529976,0
1734648712.635146,0
1734648712.739917,0
1734648712.844719,0
1734648712.949777,0
1734648713.055453,0
1734648713.161212,0
1734648713.265729,0
1734648713.370960,0
1734648713.475492,0
1734648713.580825,0
1734648713.686221,0
1734648713.791246,0
1734648713.895811,0
